title,summary,contents 
Boy carpenter's Ukraine bowl raffle smashes target,Gabriel Clark from Cumbria is donating money made from the raffle to families affected by the war.,Boy carpenters Ukraine bowl raffle smashes target Published 2 days ago Share IMAGE SOURCE PA MEDIA Image caption Gabriel Clarke said the bowl was quite simple to make but took a long time A 12-year-old boy who carved a bowl to raffle for Ukrainian refugees said he was very happy after his fundraising target was exceeded by 1500%. Gabriel Clark from Cumbria started his Bowl For Ukraine appeal after worrying about the plight of children in the country. Thousands of people entered the raffle and he has now raised more than £76300 - initially he hoped for £6000. The winner will be picked at random and announced on Easter Sunday on 17 April. Gabriel went viral online last month when his father Richard Clark issued a plea for people to follow his sons Instagram account showing pictures of his handcrafted creations - including wooden chopping boards bowls and even drumsticks. Gabriel said he got into woodwork at the age of about three or four. My mother gave me her grandfather\s hammer and some nails and I had some very soft wood called balsa wood so I\d hammer nails into it and make sculptures he said. I\d really enjoy it and do it non-stop for hours. Terrifying tools His father said: His workplace was the hearth originally and then slowly we began to create other places to help him make the most out of it but every time we gave him a new space he grew out of it in about six months. Then about two years ago we built him a workshop and he got various tools for it for Christmases and birthdays - some very terrifying tools which he uses really comfortably. Image caption The bowl is etched with a blue and yellow ring - the colours of the Ukrainian flag The bowl was easy to make Gabriel said. You do it on the lathe and chisel out the inside and round out the outside he said. So it\s quite simple but it does take a long time. Speaking about the amount raised he added: It\s been a bit crazy but I\m really happy with how it\s turned out. Follow BBC North East & Cumbria on Twitter Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.]
"Homes for Ukraine: Visa silence unwelcoming, Cardiff peer says",Baroness Finlay of Llandaff has been trying for three weeks to open her home to a family of refugees.,Homes for Ukraine: Visa silence unwelcoming Cardiff peer says Published 2 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE EPA Image caption Hundreds of refugees have been living in an athletics centre in Moldova The UK\s Ukrainian visa scheme is unwelcoming a crossbench peer offering her home to a fleeing family has said. Baroness Ilora Finlay of Llandaff has been waiting three weeks for visas for a mother and two children to be cleared through the Homes for Ukraine scheme. She and her husband have already prepared their Cardiff home for them. The UK government said it was working as quickly as possible but accept progress has not been quick enough. Baroness Finlay told the PA news agency she did not wish to identify the refugee family but said they were known to her and her husband Prof Andrew Finlay before the Russian invasion. She said visa issues are causing uncertainty and adding to refugees trauma. Ukrainian refugee family thwarted by paperwork Ten thousand in Wales offer homes to refugees War in Ukraine: Whats the latest situation? She said the father of the family is a doctor in Ukraine who had worked with her husband and remained in Kyiv. They have also submitted an application for him in the event he also leaves Ukraine due to injury or other reasons. IMAGE SOURCE GETTY IMAGES Image caption More than 10000 people in Wales have expressed interest in housing Ukrainian refugees Prof Finlay spent eight hours filling out forms for their visa applications on 18 March the day the scheme launched. We\ve said we will do whatever is needed for however long to support them and we know that it might be years said Baroness Finlay. She explained that each of the four visa applications have been processed individually which has made her concerned they may not be approved together. Despite repeated efforts in person at a visa information centre and over the phone she said the only information she has received has been four separate emails to say each applicant is in the system to be processed - which arrived on Thursday. Image caption Baroness Finlay: This uncertainty is adding to the trauma that these people have already experienced The silence is awful... nobody can help me find out what\s happened to these people\s applications she said. I think there is a failure of recognition that this uncertainty is adding to the trauma that these people have already experienced. The message from the system is that the country is not welcoming them. The couple have bought an extra bed and fridge among other things for the family clearing space in their kitchen cupboards so they can have space to cook their own meals. A government spokesperson said: The Home Office has made changes to visa processing - the application form has been streamlined Ukrainian passport holders can now apply online and do their biometrics checks once in the UK and greater resource has gone into the system.]
Ukraine war: Johnson and Zelensky tour near-empty streets in Kyiv,"Boris Johnson makes a surprise visit to Ukraine's capital, and meets President Volodymyr Zelensky.",]
UK Athletics: Jack Buckner announced as new chief executive,Jack Buckner is leaving his role as chief executive of British Swimming to take up the same role at UK Athletics.,]
What is the UK's inflation rate and why is the cost of living going up?,UK inflation is rising at its fastest rate for 30 years and some predict it could go even higher.,What is the UKs inflation rate and why is the cost of living going up? Published 31 March Share IMAGE SOURCE GETTY IMAGES UK inflation is rising at its fastest rate for 30 years as fuel energy and food costs surge. The price rises are putting increasing pressure on household budgets. Which prices are going up? From 1 April fuel bills for about 18 million households on standard tariffs will go up by an average of £693 when the energy cap goes up. Some 4.5 million prepayment customers will see an average increase of £708. Fuel prices may go up again in October when the energy cap is next reviewed. The rate of VAT - the tax paid when buying goods and services - is also going up for some businesses. The government reduced the rate paid by hospitality and tourism firms to 12.5% in July 2020 to help them recover from the pandemic. However from 1 April VAT returns to the standard rate of 20%. Some companies have said they will pass this increase on to customers. On 6 April companies workers and the self-employed will start paying 1.25p more in the pound in National Insurance contributions under the Health and Social Care Levy. Air passenger duty and vehicle excise duty rates are also increasing this month as is the cost of stamps and water bills in England and Wales. Food prices have also gone up sharply. Petrol prices have risen to record levels. Higher interest rates are making mortgage payments more expensive for some homeowners. Regulated rail fares in England have already gone up by up to 3.8% in England and Wales the highest fare rises for nine years. Why are prices rising now? The main reason is the rising global price of energy which is affecting companies across the whole economy. Wholesale gas prices in particular have risen sharply over the past year forcing energy prices up and putting a number of suppliers out of business. The Office of Budget Responsibility (OBR) which publishes economic forecasts twice a year has warned that Russia\s invasion of Ukraine could have major repercussions for the global economy and push energy petrol and food costs even higher. Five ways the Ukraine war could push up prices IMAGE SOURCE GETTY IMAGES What is the UKs inflation rate and how high could it go? Inflation is measured by a body called the Office for National Statistics (ONS) which notes the prices of hundreds of everyday items known as the basket of goods. The basket is constantly updated. In 2022 items such as tinned beans and sports bras were added reflecting a rising interest in plant-based diets and exercise. The ONS releases its measure of inflation each month showing how much these prices have risen since the same date last year. This is known as the Consumer Prices Index (CPI). You may not notice price rises from month to month. But right now prices across a number of areas are all rising very quickly. In the 12 months to February prices rose 6.2% on average. That means they are now going up at their fastest rate for 30 years. But the OBR has suggested that the fallout from the war in Ukraine could push inflation to a 40-year high of 8.7% in the final three months of 2022. The Bank of England has also warned that inflation could hit double digits if rising fuel prices mean the energy price cap goes up again when it next changes in October. Whats happening to wages? Average pay increases arent keeping pace with inflation. Figures from the ONS show that wages rose by 3.8% between November and January. But when you take inflation into account regular pay actually fell by 1% compared to 12 months ago. IMAGE SOURCE EPA Image caption About two million workers will benefit from increases in the minimum wage Some parts of the economy facing staff shortages as a result of Brexit and the pandemic have increased staff pay. Workers in a few sectors who are in high demand - such as lorry drivers - are seeing their wages rise faster than inflation. And on 1 April the lowest-paid will see the National Living Wage rise by 6.6% to £9.50 an hour which is higher than the current inflation rate. Fury after Bank boss says dont ask for big pay rise Seven reasons living costs are rising around the world What can be done to tackle inflation? The Bank of Englands traditional response to rising inflation is to raise interest rates. It has done this three times in the past few months. This can benefit savers but means some people with mortgages see their monthly payments go up. The idea is that when borrowing is more expensive people will have less money to spend. As a result they will buy fewer things and prices will stop rising as fast. But when inflation is caused by external forces such as the global squeeze on energy prices then this might not be the answer. The government might choose instead to cut taxes for consumers on items that are rising quickly. Chancellor Rishi Sunak cut fuel duty by 5p per litre in his Spring Statement for example although the RAC motoring group said the cut was not being fully passed on to consumers at the pump. How the interest rate rise might affect you Related Topics Economics Personal finance Inflation Cost of living UK economy]
Ukraine 'a reminder to protect peace in NI',Micheál Martin made his remarks on the 24th anniversary of the signing of the Good Friday Agreement.,]
Wolverhampton schoolboys record charity cover of Let It Be for Ukraine,Wolverhampton schoolboys Jacob and Oliver adapted The Beatles' lyrics for their charity song.,Wolverhampton schoolboys record charity cover of Let It Be for Ukraine Published 2 days ago Share Related Topics Russia-Ukraine war Image caption Jacob (L) and Oliver (R) shared their song on YouTube to raise money for Ukraine Two schoolboys have recorded a charity cover of The Beatles Let It Be to raise money for people affected by the war in Ukraine. Jacob and Oliver go to singing lessons together in Wolverhampton and were inspired to adapt the song. They aimed to raise £500 for the DEC Ukraine Humanitarian Appeal which they have achieved. The boys have been offered the chance to perform their song at The Beatles Story museum in Liverpool. The eight-year-olds adapted the lyrics to one of the quartets best known songs to reflect the war in Ukraine and posted a video on YouTube attracting hundreds of views. Beatles fan Jacob who also played the piano in their recording said the song has quite a good tune and we thought we could change the lyrics to it to make something new. Their adapted lyrics include the line: Families parted broken hearted children crying in the street... there must be an answer let them be. We wanted to help children that have been affected by the war said Jacob. News of their fundraising efforts reached The Beatles Story museum in Liverpool who responded by offering the boys tickets and a chance to perform their song at the museum. Jacobs mum Emma said she was very proud. They\ve worked really hard they\re both really busy but they found time to practise and make sure it\s as good as it can be she said. They\ve got quite an ambitious goal £500 is a big target for two 8-year-old boys. It\s something they can be really proud of when they\re older. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis Follow BBC West Midlands on Facebook Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk]
Weekend: Ukraine's prosecutor on war crimes probe,Iryna Venedictova says a huge number of war crimes have been committed in Ukraine,Unknown
The school that helped Ukrainian musicians find safety,A group of young musicians from Kharkiv and Odesa have found new homes in Denmark.,]
Ukraine: Johnson pledges aid to Zelensky in Kyiv meeting,"The PM offers Ukraine 120 armoured vehicles during a visit No 10 calls a ""show of solidarity"" .",Ukraine: Johnson pledges aid to Zelensky in Kyiv meeting Published 2 days ago Share Related Topics Russia-Ukraine war Media caption Watch: Boris Johnson and Volodymyr Zelensky tour Kyivs near-empty streets Prime Minister Boris Johnson has held talks in Kyiv with Ukraines President Volodymyr Zelensky. No 10 said the visit was a show of solidarity with the Ukrainian people. Following the meeting Downing Street said the UK would send 120 armoured vehicles and anti-ship missile systems to support Ukraine. Senior officials in Mr Zelenskys team praised the UK for support during its conflict with Russia. Boris Johnson announces more weapons for Ukraine PM condemns Russias despicable civilian attacks Johnson congratulates Zelensky on Kyiv pushback Ukraine the UN and historys greatest broken promise Mr Johnsons visit to Kyiv was not announced in advance and the first indication he was in the city came when a photograph of his meeting with President Zelensky was put on Twitter by the Ukrainian embassy in London. A Downing Street spokesman said: The prime minister has travelled to Ukraine to meet President Zelensky in person in a show of solidarity with the Ukrainian people. IMAGE SOURCE REUTERS Image caption The two leaders walked through central Kyiv after their talks In a statement after the meeting Mr Johnson paid tribute to President Zelensky\s resolute leadership and the invincible heroism and courage of the Ukrainian people saying: Ukraine has defied the odds and pushed back Russian forces from the gates of Kyiv. He said: I made clear today that the United Kingdom stands unwaveringly with them in this ongoing fight and we are in it for the long run. We are stepping up our own military and economic support and convening a global alliance to bring this tragedy to an end and ensure Ukraine survives and thrives as a free and sovereign nation. Mr Johnson also confirmed further economic support taking total UK loan guarantees to £770m. Speaking in a video address alongside President Zelensky a short while later Mr Johnson said Ukrainians have shown the courage of a lion but you Volodymyr have given the roar of that lion. He reiterated that the UK and other countries supporting Ukraine would continue to tighten economic sanctions on Moscow including moving away from the use of Russian hydrocarbons. The PM added: Over the last few hours I\ve been able to see quite a lot of your beautiful country and it\s an amazing country. I\ve also seen the tragic effects of the war an inexcusable war an absolutely inexcusable and unnecessary war. IMAGE SOURCE REUTERS IMAGE SOURCE REUTERS Mr Zelensky welcomed the UK\s decisive and significant support for his country and urged other Western allies to intensify the pressure on Moscow. We have to exert pressure in the form of sanctions. It is time to impose a complete embargo on Russian energy resources. They should increase the amount of weapons being supplied he said. In a Facebook post Andriy Sybiha deputy head of the Ukrainian president\s office said: The UK is the leader in defence support for Ukraine. The leader in the anti-war coalition. The leader in sanctions against the Russian aggressor. European Commission President Ursula von der Leyen and the EUs foreign policy chief Josep Borrell both made visits to Ukraine for talks with President Zelensky on Friday and Austrian Chancellor Karl Nehammer met him in Kyiv on Saturday. But Mr Johnson is the first member of a G7 country to travel to the Ukrainian capital for talks during the conflict. Mr Zelensky has called on the international community to hold to account Russian forces who carried out the missile strike on Kramatorsk station which was packed with women and children trying to flee the area. The Kremlin has denied responsibility for the attack. IMAGE SOURCE REUTERS Mr Johnsons visit to Kyiv came the day after the UK announced £100m of weapons for the country. Speaking at a Downing Street press conference on Friday Mr Johnson said the UK will send additional military equipment including Starstreak anti-aircraft missiles and 800 anti-tank missiles. It followed an appeal from Ukraine for more arms as it prepares for an expected Russian offensive in the east of the country after Moscow pulled back its forces from around Kyiv. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis A WORLD WITHOUT DWARFISM?: Ellie Simmonds investigates a controversial new drug FROM STREET THUG TO SPY: The story of Vladimir Putins rise to power]
The UK video games market is worth a record £7.16bn,Gamers in the UK spent more last year than they did during the height of lockdown.,The UK video games market is worth a record £7.16bn By Steffan Powell Gaming reporter Published 31 March comments Comments Share IMAGE SOURCE GETTY IMAGES The value of the UK video games market continued to grow in 2021 reaching a record high of £7.16bn - an increase of 2% on 2020. UK gamers spent more last year than they did during the height of lockdown according to trade body UKIE. Sales of consoles including the much coveted Playstation 5 and Xbox Series X/S brought in £1.13bn. UK games revenue has grown steadily in recent years. The latest figure marks an increase of 32% compared with 2019. Given that many turned to gaming during the pandemic to provide entertainment whilst stuck indoors it would not have been a surprise had the market shrunk after restrictions were loosened. Image caption Sales of the PS5 and Xbox Series X have driven a record high level of consumer spending in the gaming market And while last years 2% rise might be modest compared with the nearly 30% leap from 2019s £5.35bn to 2020s £7bn its a rise nonetheless. The latest annual valuation of gaming revenue in the UK gives an indication of not only how much is being spent but also where that money is being spent. Despite consistent concerns over availability since their release in late 2020 Playstation 5 and Xbox Series X/S console sales have helped propel the games market in the UK to record heights. Supply chain issues caused by the pandemic have frustrated some who have found it difficult to get hold of new consoles with a global chip shortage restricting the number of machines hitting the shops. IMAGE SOURCE BBC+- Despite this console hardware sales still made up £1.13bn of the overall value of the market - an increase of more than 30% on the previous year thanks to those releases and a new Nintendo Switch hitting the market. With supply issues easing and more signature games becoming available for the latest generation of consoles we can expect this trend to continue ahead of next years figures. Games makers might be concerned that despite this overall increase in revenue the amount of money people are spending on games themselves has gone down. Income from the purchase of releases has reduced by 6% compared with 2020. One of the criticisms of the new consoles is a lack of games tailored to the latest technology. Developers will hope that this is the reason behind the slowdown in software sales rather than a more fundamental change in consumer behaviour. IMAGE SOURCE WARNER BROS/WIZARDING WORLD Image caption 2022 looks to have a stronger line-up of game releases compared to last year With major titles like Horizon Forbidden West Elden Ring Starfield and Harry Potter: Hogwarts Legacy coming in 2022 the industry will be banking on a significant increase in game sales figures next year. The only category of software sales not to decline was mobile games. They maintained their 2020 level once again worth £1.46bn. After being hailed as the next generation of gaming for some time - but failing to yet breakthrough to compete with more traditional forms of the medium - fans of virtual reality will be pleased to see that VR hardware sales rose significantly increasing by 41.9% to reach £183m in 2021. In the year that Facebook rebranded as Meta and placed a big emphasis on VR technology and its application in the Metaverse an increase in headset sales might have been expected. Video game licensed toys and merchandise also saw a significant boost last year mainly because of the success of Pokémon merchandise. Like video games? Listen to Press X to Continue - the BBC Sounds gaming Podcast: Chvrches: Its inevitable – were going to score a video game Bukayo Saka: I play games to find peace Turning League of Legends into a hit TV show]
Ukraine: Three ways this war could escalate and drag Nato in,How exactly could this conflict escalate into a wider pan-European conflict that drags in Nato?,Ukraine: Three ways this war could escalate and drag Nato in By Frank Gardner Security correspondent Published 2 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Woman surveys wreckage of Bucha near Kyiv Nato ministers have been meeting in Brussels this past week to discuss how far they should go in providing military equipment to Ukraine. The challenge for Nato throughout this war has been how to give its ally Ukraine enough military support to defend itself without getting drawn into the conflict and finding itself at war with Russia. The Ukrainian government has been explicit in its calls for help. If it is to have any chance of fending off the coming Russian assault on the Donbas region in the east of the country it says then it urgently needs a resupply of the Wests Javelin NLAW (next-generation light anti-tank weapon) Stinger and Starstreak anti-tank and anti-aircraft missiles that its forces have already been using to such effect in this war. That much is coming. But Ukraine wants more. It wants tanks warplanes drones and advanced missile air defence systems to counter Russias increasing use of air strikes and long-range missiles that are steadily depleting Ukraines strategic stores of fuel and other essentials. What weapons will US give Ukraine? Has Putins plan failed? Watch on BBC iPlayer So what exactly many people may ask is holding Nato back? The answer is escalation. The risk of Russia resorting to using tactical (ie short range) nuclear weapons or of the conflict spreading beyond Ukraines borders into a wider European war is constantly in the backs of western leaders minds and here the stakes are dangerously high. What West has given so far over 30 countries have provided military aid to Ukraine including €1bn (£800m) from EU and $1.7bn (£1.3bn) from US supplies so far limited to arms ammunition and defensive equipment like anti-tank and anti-aircraft missile systems they include Javelins which are shoulder-held anti-tank weapons that shoot heat-seeking rockets and Stingers which are man-portable anti-aircraft weapons most famously used in Afghanistan against Soviet aircraft the Starstreak is a UK-made portable air defence system Nato members fear supplying heavier offensive equipment like tanks and fighter jets could lead to direct open conflict with Russia That hasnt prevented the Czechs from giving T72 tanks President Putin reminded the world early on in this war that Russia is a nuclear weapons power and that he was moving its strategic nuclear deterrent up to a higher degree of readiness. The US did not follow suit as it detected no movement of Russian nuclear warheads out of their secure storage bunkers. But Putin\s point was made. He was effectively saying: Russia has a massive nuclear arsenal so don\t think you can push us around. Russian military doctrine allows for the early use of low-yield tactical nuclear warheads on the battlefield knowing that the West has an abhorrence for nuclear weapons that have not been used in anger for 77 years. Nato strategic planners worry that once the nuclear taboo is broken even if the damage is limited to a localised target on the Ukrainian battlefield then the risk of escalation to a catastrophic nuclear exchange between Russia and the West inevitably goes up a notch. Getty Images What the US is sending Ukraine $800m in new military assistance including... 800 Stinger anti-aircraft systems that can shoot down planes 2000 Javelins shoulder-held anti-tank weapons that shoot heat-seeking rockets 6000 AT-4 anti-armor systems a Swedish-produced single-use unguided anti-tank weapon Source: BBC And yet with every atrocity apparently committed by Russian soldiers Natos resolve stiffens and its inhibitions melt away. The Czech Republic has already sent tanks admittedly outdated Soviet-era T72s but they are the first Nato country to do so. Slovakia is sending its S300 air defence missile systems. Both such moves would have seemed improbably risky when this war began. Tobias Ellwood MP who chairs Parliaments Defence Committee is one of those who believes Putin is bluffing when he raises the spectre of nuclear weapons and that Nato should be doing more. \We have been over-cautious in the weapons systems we have been willing to provide he says. We need a more robust attitude. We\re giving the Ukrainians enough to survive but not to win and that must change. So how exactly could this Russia-Ukraine war escalate into a wider pan-European conflict that drags in Nato? There are a number of potential scenarios which will doubtless be occupying minds in Western defence ministries. Here are just three of them: 1. A Nato-supplied anti-ship missile fired by Ukrainian forces in Odesa hits and sinks a Russian warship offshore in the Black Sea with the loss of nearly 100 sailors and dozens of marines. A death toll of this magnitude in a single strike would be unprecedented and Putin would be under pressure to respond in some form. 2. A Russian strategic missile strike targets a supply convoy of military hardware crossing from a Nato country like Poland or Slovakia into Ukraine. If casualties were sustained on Natos side of the border that could potentially trigger Article 5 of Natos constitution bringing the entire alliance to the defence of the country attacked. 3. Amidst fierce fighting in the Donbas an explosion occurs at an industrial facility resulting in the release of toxic chemical gases. While this has already occurred there were no deaths reported. But were it to result in the sort of mass casualties seen in Syrias use of poison gas at Ghouta and if it were found to have been deliberately caused by Russian forces then Nato would be obliged to respond. It is perfectly possible that none of these scenarios will materialise. But while Western nations have displayed a rare degree of unity in the strength of their reaction to Russias invasion there are suggestions that they are being merely reactive and not thinking through what the endgame should be. Media caption This video shared by Ukrainian armed forces shows a Russian helicopter being shot down by a missile The bigger strategic question says one of Britain\s most experienced military officers who asks not to be named is whether our government is engaged in crisis management or actual strategy. That would require thinking this through to the finish he adds. What we are trying to achieve here is to give Ukraine every bit of help we can short of World War Three. The problem is Putin is a better poker player than we are. Tobias Ellwood MP agrees. Russia does this the threat of escalation] very effectively. And we are spooked. We have lost the ability to control the escalatory ladder. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis Related Topics Russia-Ukraine war Ukraine]
How will Russia attack in east Ukraine?,"Artillery may decide the key battles looming in Donetsk and Luhansk, say military analysts.",How will Russia attack in east Ukraine? By David Brown BBC News Published 2 days ago Share Related Topics Russia-Ukraine war The conflict in Ukraine has shifted to the east of the country where Ukrainian forces are battle-hardened and well-prepared. Analysts believe Ukraines best units are in the east and that they are dug into trench systems and other fortified positions. So far Ukrainian troops have strongly resisted the Russian advance but they could be heavily outnumbered by Russian forces who are inching forwards in some areas. Where will the key battles be fought? Russian officials have said that the focus of its forces is now the complete liberation of the Donbas broadly referring to Ukraine\s eastern regions of Luhansk and Donetsk. The terrain in the east will pose big challenges for the Russians as they attack. With less wooded land than the north of the country analysts say open areas may favour the Ukrainian defenders. The battle for Slovyansk is likely to be the next pivotal battle of the war according to the Institute for the Study of War (ISW). If Russian troops advancing from Izyum are able to take the town they could then choose to advance east towards Severodonetsk to encircle a relatively small group of Ukrainian forces or head further south to encircle a larger Ukrainian contingent. If Mariupol falls to the Russians more troops may also be available to push north into the area west of Donetsk. How are the Ukrainians preparing? Brigadier Ben Barry (retired) of the International Institute for Strategic Studies says Ukrainian forces have had years to prepare their defences and that Russian troops may struggle to force them out. It\s not just World War One-style trenches on the Ukrainian side they will have also fortified key towns and villages they want to defend he says. Ukrainian armoured vehicles and other equipment are positioned in revetments or earth banks for protection he says. IMAGE SOURCE GETTY IMAGES Image caption Ukrainian soldier shoots at a drone from a trench near Kharkiv Many Ukrainian troops in the east are highly experienced - they have been holding back Russian separatists since the conflict of 2014. Their numbers may also be boosted should Ukraines military chiefs re-deploy units no longer needed to defend Kyiv after Russias withdrawal from the north. How will Russia attack? Brigadier Barry says Russia is likely to make heavy use of artillery to break down strong Ukrainian defences from the air before pushing forward on the ground. Artillery is heavy weaponry designed to fire munitions much further than small arms Attacking Ukrainian troops head on with infantry without a heavy artillery bombardment first risks huge Russian casualties and greatly increases the risk of defeat. Russia has a range of weaponry to draw on. In particular self-propelled artillery in which Russia dominates will be a very significant factor says Brigadier Barry. Self-propelled artillery has the appearance of a tank but fires munitions upwards to then fall on to a target rather than shooting directly at it. It is more heavily protected than a towed gun and can advance quickly when enemy defences break down. Those opportunities to move forward may be rare however as front lines become semi-fixed in many areas. It could take on quite a bloody and attritional feel says Brigadier Barry. To pound Ukrainian positions from a greater distance Russia has grad multiple rocket launcher systems and is likely to use them heavily. Grads have 40 rockets which can be fired in as little as 20 seconds and have already inflicted a catastrophic toll on civilian populations in some areas reducing residential districts of Kharkiv Mariupol and other cities to rubble. Reports suggest thermobaric weapons have also been used by Russian forces in parts of Ukraine including Mariupol in Donetsk and Izyum in Kharkiv. They are much more devastating than conventional explosives of similar size scattering a fuel mixture as a cloud which then detonates producing a huge fireball and massive blast wave. Samuel Cranny-Evans of the Royal United Services Institute says they are primarily designed for urban warfare because the cloud of fuel mixture which is scattered after the initial impact can penetrate gaps in buildings before detonating. If Russian artillery is successful in destroying key Ukrainian defences Russia is likely to use infantry with small arms and a range of wheeled and tracked vehicles together with tanks with heavy fire power to lead advances across terrain swept by Ukrainian fire. Air power in support could include fighter bombers and attack helicopters. Ukraine\s foreign minister Dmytro Kuleba says the fighting will remind you of the Second World War. War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis What could hold Russia back? Analysts say it is unclear whether Russian forces have addressed the serious logistical problems they encountered in the first weeks of this campaign. Troops struggled with insufficient fuel food water and basic equipment such as radios and cold weather clothing. The key will also be training motivation and leadership. The Russians did not perform well around Kyiv and we just don\t know whether they have learned the lessons says Brigadier Barry. Reports also suggest that Russia has lost more than three times as much military hardware as Ukraine in the war so far. How this might affect the war in the east is unclear but replacing lost equipment could present serious challenges. IMAGE SOURCE GETTY IMAGES Image caption A Russian tank destroyed near Kharkiv Oryx an open source military analysis website tracks military equipment losses and only includes destroyed vehicles and equipment of which photographic or video evidence is available. It estimates that Russia has lost more than 400 tanks 20 aircraft and 32 helicopters as well as hundreds of armoured vehicles and other equipment. Smaller Ukrainian losses may reflect the size of Ukraines armed forces but may also signal tactical success. Ukraine has captured significant amounts of Russian equipment but it is unclear how useful it will be. Michael Kofman of the US-based Center for Naval Analyses (CNA) says: It\s going to be a while before this kit is serviceable manned and deployed where it makes a tangible difference. A few captured tanks or IFVs Infantry Fighting Vehicles] do not an armoured brigade make. In the long run Russia may also have a crucial advantage particularly if Western supplies to Ukraine continue to be restricted to defensive equipment. Mr Cranny-Evans says: For every Ukrainian grad rocket launcher or howitzer destroyed in most cases there are no replacements they\re gone. But Russia still has manufacturing capability - so for Russian troops these things are not irreplaceable. So as the war goes on time begins to shift in Russia\s favour. Related Topics Russia-Ukraine war Volodymyr Zelensky Russia Vladimir Putin Ukraine]
Johnson backs more UK nuclear and offshore power supplies,"The UK has failed to put in enough power supplies for a generation says the PM who calls that a ""colossal mistake"".",]
Ukraine war: Dorset volunteers pack bags for children,"The 10,000 backpacks filled with books and food will be sent to refugees in eastern Europe.",Ukraine war: Dorset volunteers pack bags for children Published 2 days ago Share Related Topics Russia-Ukraine war Image caption The backpacks will be delivered to countries bordering Ukraine by Easter Volunteers have started packing some of the 10000 bags due to be sent to Ukrainian refugee children. More than 240 people will spend the next few days at a warehouse in Dorchester in Dorset filling backpacks with books toys hats scarves food toothbrushes and other essentials. The rucksacks will also contain letters from children in the UK. Five lorries will transport the bags to countries bordering Ukraine with all items due to be delivered by Easter. The Packed with Hope initiative is being led by publishers Gracie Cooper of Little Toller Books in Beaminster in Dorset and Kevin Duffy of Bluemoose Books in Hebden Bridge West Yorkshire. Ms Cooper said almost 250 volunteers from across the UK had come forward to help pack the bags. It is incredible it shows to me the very best of humanity. I am totally overwhelmed she said. Image caption People from across the UK have come forward to help pack the bags Ms Cooper said she came up with the initiative when her son came home from school and quizzed her about what was happening in Ukraine. The backpacks will also contain books for children whose first language is not English. If it makes one child smile feel a little bit better then I feel I have achieved something Ms Cooper said. The first lorry delivering food is expected to leave the UK on Monday with the others due to leave by 15 April. Image caption Ms Cooper said 60000 books had been donated War in Ukraine: More coverage LIVE: Latest updates from Ukraine CHERNOBYL: Inside the nuclear plant after Russians left ATROCITIES: Ukraine the UN and historys greatest broken promise SPIES: Behind their attempts to stop the war READ MORE: Full coverage of the crisis Follow BBC South on Facebook Twitter or Instagram. Send your story ideas to south.newsonline@bbc.co.uk.]
